filename,instrument,instrument_family,instrument_source,audio_source
bass_synthetic_107-070-050,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-040-100,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-104-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-093-050,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-068-127,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-057-050,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-035-050,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-091-100,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-101-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-058-100,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-096-127,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-068-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-092-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-103-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-034-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-096-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-049-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-086-100,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-023-100,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-104-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-040-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-050-127,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-072-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-107-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-071-100,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-100-100,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-066-100,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-063-100,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-024-050,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-083-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-078-050,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-052-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-086-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-049-127,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-056-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-103-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-067-100,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-046-127,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-059-050,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-021-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-045-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-086-127,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-057-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-058-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-029-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-041-100,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-021-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-086-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-059-100,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-030-050,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-063-050,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-028-050,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-092-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-088-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-103-127,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-043-127,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-069-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-047-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-056-127,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-093-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-054-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-099-050,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-098-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-064-127,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-044-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-033-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-065-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-091-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-054-127,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-032-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-050-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-098-100,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-075-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-029-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-025-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-085-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-027-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-028-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-088-127,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-092-127,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-049-050,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-067-050,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-093-100,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-024-127,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-059-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-059-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-044-127,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-065-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-034-050,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-082-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-030-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-085-127,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-087-100,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-098-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-104-100,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-104-127,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-056-050,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-087-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-047-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-072-127,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-097-050,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-091-127,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-046-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-033-050,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-038-050,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-031-050,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-055-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-026-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-080-050,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-041-050,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-078-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-039-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-069-025,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-021-127,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-100-050,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-063-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-034-075,bass_synthetic_107,bass,synthetic,nsynth-train
bass_synthetic_107-084-025,bass_synthetic_107,bass,synthetic,nsynth-train
mallet_acoustic_027-080-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-093-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-058-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-025-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-067-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-030-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-078-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-086-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-052-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-077-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-035-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-102-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-073-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-108-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-075-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-072-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-071-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-087-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-097-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-056-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-073-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-034-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-030-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-065-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-105-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-083-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-078-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-098-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-029-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-047-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-033-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-048-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-028-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-105-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-038-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-093-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-062-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-065-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-093-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-049-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-056-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-054-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-058-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-033-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-082-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-024-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-072-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-088-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-107-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-056-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-054-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-086-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-025-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-085-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-023-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-072-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-071-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-095-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-064-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-103-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-045-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-027-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-083-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-100-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-056-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-069-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-104-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-062-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-060-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-048-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-065-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-065-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-077-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-034-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-050-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-033-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-062-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-084-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-061-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-098-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-090-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-021-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-098-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-060-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-046-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-084-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-100-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-077-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-021-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-107-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-100-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-078-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-070-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-089-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-089-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-091-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-104-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-057-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-106-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-053-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-106-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-032-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-076-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-086-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-039-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-054-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-033-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-107-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-076-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-032-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-035-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-051-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-043-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-036-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-074-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-021-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-039-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-053-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-049-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-043-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-031-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-091-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-088-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-024-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-038-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-105-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-057-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-083-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-023-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-092-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-027-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-081-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-089-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-046-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-028-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-062-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-052-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-075-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-059-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-046-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-071-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-055-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-038-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-068-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-026-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-025-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-060-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-099-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-048-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-102-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-037-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-044-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-041-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-040-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-106-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-082-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-032-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-089-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-025-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-086-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-075-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-083-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-047-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-104-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-074-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-042-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-028-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-069-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-047-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-098-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-044-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-066-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-078-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-092-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-028-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-080-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-108-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-028-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-051-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-105-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-068-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-070-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-031-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-047-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-102-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-097-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-058-025,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-064-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-064-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-023-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-049-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-036-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-052-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-044-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-087-100,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-067-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-060-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-104-127,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-102-075,mallet_acoustic_027,mallet,acoustic,nsynth-train
mallet_acoustic_027-036-050,mallet_acoustic_027,mallet,acoustic,nsynth-train
guitar_acoustic_019-077-127,guitar_acoustic_019,guitar,acoustic,nsynth-train
guitar_acoustic_019-071-075,guitar_acoustic_019,guitar,acoustic,nsynth-train
guitar_acoustic_019-090-025,guitar_acoustic_019,guitar,acoustic,nsynth-train
guitar_acoustic_019-066-050,guitar_acoustic_019,guitar,acoustic,nsynth-train
guitar_acoustic_019-098-127,guitar_acoustic_019,guitar,acoustic,nsynth-train
guitar_acoustic_019-107-075,guitar_acoustic_019,guitar,acoustic,nsynth-train
guitar_acoustic_019-041-050,guitar_acoustic_019,guitar,acoustic,nsynth-train
guitar_acoustic_019-074-050,guitar_acoustic_019,guitar,acoustic,nsynth-train
guitar_acoustic_019-059-075,guitar_acoustic_019,guitar,acoustic,nsynth-train
guitar_acoustic_019-040-050,guitar_acoustic_019,guitar,acoustic,nsynth-train
guitar_acoustic_019-051-050,guitar_acoustic_019,guitar,acoustic,nsynth-train
guitar_acoustic_019-043-100,guitar_acoustic_019,guitar,acoustic,nsynth-train
guitar_acoustic_019-058-127,guitar_acoustic_019,guitar,acoustic,nsynth-train
guitar_acoustic_019-066-025,guitar_acoustic_019,guitar,acoustic,nsynth-train
guitar_acoustic_019-097-100,guitar_acoustic_019,guitar,acoustic,nsynth-train
guitar_acoustic_019-098-075,guitar_acoustic_019,guitar,acoustic,nsynth-train
guitar_acoustic_019-071-050,guitar_acoustic_019,guitar,acoustic,nsynth-train
guitar_acoustic_019-076-050,guitar_acoustic_019,guitar,acoustic,nsynth-train
guitar_acoustic_019-053-050,guitar_acoustic_019,guitar,acoustic,nsynth-train
guitar_acoustic_019-031-025,guitar_acoustic_019,guitar,acoustic,nsynth-train
guitar_acoustic_019-023-050,guitar_acoustic_019,guitar,acoustic,nsynth-train
guitar_acoustic_019-063-100,guitar_acoustic_019,guitar,acoustic,nsynth-train
guitar_acoustic_019-099-100,guitar_acoustic_019,guitar,acoustic,nsynth-train
